MAG,time,reg,genes,total_genes,rel_genes,taxonomy,phylum,family,timef,maxtime,response_type
12C18O_72h_100_P08_coass_bin.4,168,down,5,57,0.08771929824561403,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,168,3,early
12C18O_72h_100_P08_coass_bin.4,168,none,49,57,0.8596491228070176,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,168,3,early
12C18O_72h_100_P08_coass_bin.4,168,up,3,57,0.05263157894736842,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,168,3,early
12C18O_72h_100_P08_coass_bin.4,24,down,1,40,0.025,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,24,3,early
12C18O_72h_100_P08_coass_bin.4,24,none,24,40,0.6,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,24,3,early
12C18O_72h_100_P08_coass_bin.4,24,up,15,40,0.375,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,24,3,early
12C18O_72h_100_P08_coass_bin.4,3,none,25,54,0.46296296296296297,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,3,3,early
12C18O_72h_100_P08_coass_bin.4,3,up,29,54,0.5370370370370371,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,3,3,early
12C18O_72h_100_P08_coass_bin.4,48,down,4,47,0.0851063829787234,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,48,3,early
12C18O_72h_100_P08_coass_bin.4,48,none,38,47,0.8085106382978723,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,48,3,early
12C18O_72h_100_P08_coass_bin.4,48,up,5,47,0.10638297872340426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,48,3,early
12C18O_72h_100_P08_coass_bin.4,72,down,4,48,0.08333333333333333,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,72,3,early
12C18O_72h_100_P08_coass_bin.4,72,none,41,48,0.8541666666666666,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,72,3,early
12C18O_72h_100_P08_coass_bin.4,72,up,3,48,0.0625,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,p__Actinobacteriota,f__Dermatophilaceae,72,3,early
12C18O_72h_100_P08_coass_bin.5,0,none,29,29,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,0,48,mid
12C18O_72h_100_P08_coass_bin.5,168,down,1,33,0.030303030303030304,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,168,48,mid
12C18O_72h_100_P08_coass_bin.5,168,none,24,33,0.7272727272727273,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,168,48,mid
12C18O_72h_100_P08_coass_bin.5,168,up,8,33,0.24242424242424243,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,168,48,mid
12C18O_72h_100_P08_coass_bin.5,24,none,11,20,0.55,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,24,48,mid
12C18O_72h_100_P08_coass_bin.5,24,up,9,20,0.45,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,24,48,mid
12C18O_72h_100_P08_coass_bin.5,3,down,3,32,0.09375,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,3,48,mid
12C18O_72h_100_P08_coass_bin.5,3,none,22,32,0.6875,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,3,48,mid
12C18O_72h_100_P08_coass_bin.5,3,up,7,32,0.21875,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,3,48,mid
12C18O_72h_100_P08_coass_bin.5,48,down,1,22,0.045454545454545456,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,48,48,mid
12C18O_72h_100_P08_coass_bin.5,48,none,8,22,0.36363636363636365,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,48,48,mid
12C18O_72h_100_P08_coass_bin.5,48,up,13,22,0.5909090909090909,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,48,48,mid
12C18O_72h_100_P08_coass_bin.5,72,none,11,22,0.5,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,72,48,mid
12C18O_72h_100_P08_coass_bin.5,72,up,11,22,0.5,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,p__Actinobacteriota,f__Gaiellaceae,72,48,mid
12C18O_72h_100_P14_coass_bin.17,0,none,40,40,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,0,72,late
12C18O_72h_100_P14_coass_bin.17,168,none,26,29,0.896551724137931,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,72,late
12C18O_72h_100_P14_coass_bin.17,168,up,3,29,0.10344827586206896,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,72,late
12C18O_72h_100_P14_coass_bin.17,24,none,16,20,0.8,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,24,72,late
12C18O_72h_100_P14_coass_bin.17,24,up,4,20,0.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,24,72,late
12C18O_72h_100_P14_coass_bin.17,3,down,1,26,0.038461538461538464,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,72,late
12C18O_72h_100_P14_coass_bin.17,3,none,23,26,0.8846153846153846,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,72,late
12C18O_72h_100_P14_coass_bin.17,3,up,2,26,0.07692307692307693,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,72,late
12C18O_72h_100_P14_coass_bin.17,48,none,17,22,0.7727272727272727,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,72,late
12C18O_72h_100_P14_coass_bin.17,48,up,5,22,0.22727272727272727,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,72,late
12C18O_72h_100_P14_coass_bin.17,72,none,15,22,0.6818181818181818,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,72,late
12C18O_72h_100_P14_coass_bin.17,72,up,7,22,0.3181818181818182,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,72,late
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,0,none,118,118,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,0,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,168,none,97,109,0.8899082568807339,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,168,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,168,up,12,109,0.11009174311926606,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,168,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,24,none,45,83,0.54216867469879515,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,24,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,24,up,38,83,0.4578313253012048,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,24,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,3,none,93,106,0.8773584905660378,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,3,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,3,up,13,106,0.12264150943396226,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,3,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,48,none,18,91,0.1978021978021978,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,48,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,48,up,73,91,0.8021978021978022,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,48,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,72,none,34,90,0.37777777777777777,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,72,48,mid
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10,72,up,56,90,0.6222222222222222,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,p__Proteobacteria,f__Burkholderiaceae,72,48,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,0,none,27,27,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,0,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,168,down,3,16,0.1875,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,168,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,168,none,12,16,0.75,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,168,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,168,up,1,16,0.0625,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,168,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,24,none,12,14,0.8571428571428571,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,24,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,24,up,2,14,0.14285714285714285,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,24,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,3,none,16,16,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,3,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,48,none,14,16,0.875,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,48,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,48,up,2,16,0.125,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,48,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,72,down,1,16,0.0625,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,72,24,mid
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,72,none,15,16,0.9375,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,72,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,0,none,60,60,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,0,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,168,none,26,32,0.8125,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,168,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,168,up,6,32,0.1875,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,168,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,24,none,12,20,0.6,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,24,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,24,up,8,20,0.4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,24,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,3,none,24,32,0.75,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,3,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,3,up,8,32,0.25,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,3,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,48,down,1,23,0.043478260869565216,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,48,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,48,none,18,23,0.782608695652174,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,48,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,48,up,4,23,0.17391304347826086,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,48,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,72,down,3,24,0.125,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,72,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,72,none,17,24,0.7083333333333334,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,72,24,mid
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,72,up,4,24,0.16666666666666666,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,p__Proteobacteria,f__Xanthobacteraceae,72,24,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,0,none,20,20,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,0,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,168,none,18,18,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,168,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,24,none,14,14,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,24,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,3,down,1,18,0.05555555555555555,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,3,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,3,none,17,18,0.9444444444444444,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,3,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,48,none,15,16,0.9375,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,48,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,48,up,1,16,0.0625,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,48,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,72,down,1,16,0.0625,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,72,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,72,none,14,16,0.875,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,72,60,mid
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20,72,up,1,16,0.0625,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__,p__Actinobacteriota,f__Thermoleophilaceae,72,60,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,0,none,49,49,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,0,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,168,down,2,31,0.06451612903225806,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,168,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,168,none,23,31,0.7419354838709677,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,168,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,168,up,6,31,0.1935483870967742,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,168,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,24,down,4,19,0.21052631578947367,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,24,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,24,none,13,19,0.6842105263157895,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,24,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,24,up,2,19,0.10526315789473684,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,24,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,3,none,28,30,0.9333333333333333,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,3,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,3,up,2,30,0.06666666666666667,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,3,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,48,down,3,21,0.14285714285714285,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,48,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,48,none,12,21,0.5714285714285714,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,48,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,48,up,6,21,0.2857142857142857,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,48,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,72,down,2,20,0.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,72,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,72,none,15,20,0.75,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,72,48,mid
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17,72,up,3,20,0.15,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCD01;g__;s__,p__Actinobacteriota,f__QHCD01,72,48,mid
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,0,none,63,63,1,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,0,24,mid
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,168,none,38,44,0.8636363636363636,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,168,24,mid
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,168,up,6,44,0.13636363636363635,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,168,24,mid
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,24,none,10,22,0.45454545454545453,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,24,24,mid
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,24,up,12,22,0.5454545454545454,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,24,24,mid
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,3,none,28,44,0.6363636363636364,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,3,24,mid
